,시군구법정동번지코드,시군구법정동번코드,시군구법정동코드,본번,부번,사용량_KWH,시도명,시군구명,법정동명,새주소대로로코드,새주소대로로명,새주소본번,새주소부번
305556,291101100055533,2911011000555,2911011000,555,33,6889,광주광역시,동구,산수동,291102009007.0,필문대로,188.0,0.0
305555,291101100055520,2911011000555,2911011000,555,20,257,광주광역시,동구,산수동,291104277254.0,필문대로192번길,4.0,0.0
305554,291101100055511,2911011000555,2911011000,555,11,16487,광주광역시,동구,산수동,291104277254.0,필문대로192번길,6.0,6.0
305553,29110110005553,2911011000555,2911011000,555,3,223,광주광역시,동구,산수동,291102009007.0,필문대로,184.0,0.0
305552,291101100055451,2911011000554,2911011000,554,51,195,광주광역시,동구,산수동,291103009017.0,경양로,373.0,0.0
305551,291101100055413,2911011000554,2911011000,554,13,2716,광주광역시,동구,산수동,291103009017.0,경양로,377.0,0.0
305550,291101100055348,2911011000553,2911011000,553,48,4355,광주광역시,동구,산수동,291103009021.0,무등로,466.0,0.0
305549,291101100055341,2911011000553,2911011000,553,41,891,광주광역시,동구,산수동,291104277023.0,경양로379번길,2.0,0.0
305548,291101100055333,2911011000553,2911011000,553,33,1217,광주광역시,동구,산수동,291103009021.0,무등로,474.0,0.0
305547,291101100055111,2911011000551,2911011000,551,11,664,광주광역시,동구,산수동,291104277139.0,산수길39번길,3.0,0.0
305574,2911011100208,291101110020,2911011100,20,8,12,광주광역시,동구,지산동,291103159016.0,지호로,214.0,7.0
341065,29200108006484,2920010800648,2920010800,648,4,466,광주광역시,광산구,소촌동,292004289427.0,어등대로603번길,25.0,9.0
305575,2911011100534,291101110053,2911011100,53,4,8422,광주광역시,동구,지산동,291103159016.0,지호로,179.0,0.0
305577,2911011100677,291101110067,2911011100,67,7,4720,광주광역시,동구,지산동,291103159016.0,지호로,155.0,0.0
305604,291101110034223,2911011100342,2911011100,342,23,1290,광주광역시,동구,지산동,291103159012.0,준법로,7.0,3.0
305603,291101110034221,2911011100342,2911011100,342,21,1006,광주광역시,동구,지산동,291103159012.0,준법로,7.0,7.0
305602,29110111003427,2911011100342,2911011100,342,7,2368,광주광역시,동구,지산동,291104277217.0,지산로78번길,19.0,1.0
305601,291101110031720,2911011100317,2911011100,317,20,1438,광주광역시,동구,지산동,291103162072.0,밤실로,54.0,0.0
305600,291101110031719,2911011100317,2911011100,317,19,3534,광주광역시,동구,지산동,291104277111.0,밤실로42번길,7.0,6.0
305599,29110111003157,2911011100315,2911011100,315,7,327,광주광역시,동구,지산동,-,-,-,-
305598,291101110031417,2911011100314,2911011100,314,17,3051,광주광역시,동구,지산동,291104277108.0,밤실로30번길,1.0,0.0
305597,29110111003133,2911011100313,2911011100,313,3,1022,광주광역시,동구,지산동,291104277108.0,밤실로30번길,12.0,1.0
305596,29110111002506,2911011100250,2911011100,250,6,622,광주광역시,동구,지산동,291104277114.0,밤실로4번안길,7.0,1.0
305595,29110111002321,2911011100232,2911011100,232,1,380,광주광역시,동구,지산동,291103162072.0,밤실로,10.0,0.0
305594,291101110022720,2911011100227,2911011100,227,20,395,광주광역시,동구,지산동,291103162072.0,밤실로,9.0,0.0
305593,29110111002273,2911011100227,2911011100,227,3,1245,광주광역시,동구,지산동,291103162072.0,밤실로,13.0,0.0
